;context_annotations;created_at;edit_history_tweet_ids;id;text
588;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1042156891059544064', 'name': 'Julie Chen', 'description': 'Julie Chen'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '1042156891059544064', 'name': 'Julie Chen', 'description': 'Julie Chen'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1042156891059544064', 'name': 'Julie Chen', 'description': 'Julie Chen'}}];2023-02-04 18:39:35+00:00;[1621941556700749832];1621941556700749832;Par contre, l’un des rôles principaux (la fille de l’impératrice) est joué par une actrice (Julie Chen) qui est ABSOLUMENT MÉDIOCRE ! J’ai rarement vu une actrice jouer aussi mal. Catastrophique. #AsterixEtObelixLEmpireDuMilieu https://t.co/bspuJ2NSAa
589;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-04 18:38:15+00:00;[1621941219927408642];1621941219927408642;Vraiment pas terrible ce film … déçue #AsterixEtObelixLEmpireDuMilieu https://t.co/wlUqUB4HJ5
590;;2023-02-04 18:37:29+00:00;[1621941026137972738];1621941026137972738;"#AsterixEtObelixLEmpireDuMilieu 
Ce Samedi 4 Février à 20h45 😂 https://t.co/CntYCsAo2A"
591;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1435675131209154560', 'name': 'The Stronghold', 'description': 'Releases on September 17, 2021 by Netflix. Also premiered in Cannes 2021.'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '1273705270707843075', 'name': 'Thriller films'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1273705270707843075', 'name': 'Thriller films'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}];2023-02-04 18:33:08+00:00;[1621939930350903299];1621939930350903299;Quand je vois Gilles Lellouche passer de Bac Nord à #AsterixEtObelixLEmpireDuMilieu j’ai de la peine pour lui…
592;"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '1129017411141718016', 'name': 'Code Geass', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839543165002506240', 'name': 'Anime'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074757527995277313', 'name': 'Entertainment franchises'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1129017411141718016', 'name': 'Code Geass', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]";2023-02-04 18:29:13+00:00;[1621938945192857602];1621938945192857602;"#AsterixEtObelixLEmpireDuMilieu 
Honnêtement sa passe j’ai pas détesté tant que sa. Cohen est mal utilisé, techniquement c’est pas top et certain comédiens sont mauvais mon dieu sans oublier le manque de tempo comique. Mais c’est assez divertissant et Lelouch est bon en Obelix .. https://t.co/Jsbc18GTIh"
593;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}];2023-02-04 18:26:07+00:00;[1621938166209847303];1621938166209847303;"Je sors du nouveau film d'Astérix &amp; Obélix il est bien mais trop de personnalité qui n'ont rien à voir dans le film.
Je préfère les anciens films ils étaient beaucoup mieux.
#Cinema
#AsterixEtObelix #AsterixEtObelixLEmpireDuMilieu https://t.co/DYww6RVkxZ"
594;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}];2023-02-04 18:15:03+00:00;[1621935380571226118];1621935380571226118;Ça je confirme que c’est le genre de film qui ne rentrera pas dans les annales du cinéma français malgré son grand budget et son record d’entrées en box-office dont beaucoup y sont allés par curiosité je suppose… #AsterixEtObelixLEmpireDuMilieu #Navet https://t.co/JlUNpUtp06
595;;2023-02-04 18:14:05+00:00;[1621935138010447874];1621935138010447874;"C'est pas bon mais tellement pas. Le film a dix ou vingt ans de retard, et est très gênant. Et pleins d'autres choses qui ne vont pas... les guests, les clichés, les blagues...

#AsterixEtObelixLEmpireDuMilieu https://t.co/gjKWboyVBA"
596;;2023-02-04 18:02:45+00:00;[1621932285938339847];1621932285938339847;N’allez pas voir #AsterixEtObelixLEmpireDuMilieu. Un film se reposant sur un casting catastrophique ne peut représenter ce que le public français attends dans ses salles (quelques belles performances malgré tout).
597;;2023-02-04 17:57:56+00:00;[1621931074736513024];1621931074736513024;Je vais le voir ce soir  #AsterixEtObelixLEmpireDuMilieu  au cinema et j'ai vu ça ! il est si nul que ça ? Ça promet non @Merldinho 1,5 ⭐️ https://t.co/EopBr14Gmx
598;;2023-02-04 17:57:14+00:00;[1621930897976049664];1621930897976049664;"Go voir le meilleur film français de l'année n'en déplaise aux aigris
#AsterixEtObelixLEmpireDuMilieu https://t.co/idZ8NEhJgy"
599;;2023-02-04 17:53:41+00:00;[1621930001829449729];1621930001829449729;Quand je vois #AsterixEtObelixLEmpireDuMilieu j'ai mal à mon cinéma ! 72 millions de budget (évidemment faut payer tous les caméos) pour pondre une daube pareille ! Pour rappel, les 2 premiers OSS 117 ont couté 36 millions à eux 2 et sont des masterclass !
600;;2023-02-04 17:47:58+00:00;[1621928563883622400];1621928563883622400;"Eh la team 🤙 vous aussi vous détestez être malade ? 😩🤒 J'ai trop envie de canner ahaha 😜🤣 et pourtant je m'appelle pas Guillaume 😂🤭 vous l'avez la team ? 🤣🫵👊

#rt #buzz #malade #AsterixEtObelixLEmpireDuMilieu #GuillaumeCannet #AsterixEtObelix"
601;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-04 17:18:32+00:00;[1621921158919487492];1621921158919487492;"Pauvre #AsterixEtObelix, j'ose même pas à aller voir le mal que #guillaumecanet leur a fait.
#AsterixEtObelixlempiredumilieu #angoulême #BD https://t.co/G5eQHK32vT"
602;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1166410125994708993', 'name': 'Directors, producers & writers'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1534887859483619328', 'name': 'Jonathan Cohen', 'description': ' '}}];2023-02-04 17:01:31+00:00;[1621916876770082820];1621916876770082820;Vu #AsterixEtObelixLEmpireDuMilieu et d'accord avec @fsionneau https://t.co/hIjHeSOCNL ne mérite ni cet excès d'honneur ni cette indignité: loin du film d'Alain Chabat, mais agréable - avec des numéros (José Garcia et Jonathan Cohen au top, Cassel un TB César) qui m'ont fait rire
603;;2023-02-04 17:00:00+00:00;[1621916493821919236];1621916493821919236;"https://t.co/9RhW1rPHpm
Vidéos sur des nouveautés sur la chaîne, ça continue !

Voici mon avis sur #AsterixEtObelixLEmpireDuMilieu 
Je vais me faire des amis, je sens 😂
Cette vidéo vient boucler ma rétrospective sur les films Astérix en prises de vues réelles. https://t.co/kOiqsBnKfp"
604;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1294293791067607040', 'name': 'Titanic '}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '856977050619363328', 'name': 'Romance films', 'description': 'Romance'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '1284215709757628416', 'name': 'Cult classics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '856977050619363328', 'name': 'Romance films', 'description': 'Romance'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284215709757628416', 'name': 'Cult classics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1294293791067607040', 'name': 'Titanic '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-04 16:49:31+00:00;[1621913856158187520];1621913856158187520;On tire sur une ambulance mais il faut dire ce qui est #AsterixEtObelixLEmpireDuMilieu est au cinéma ce que Titanic est à l'univers maritime : un naufrage. Sans gilets de sauvetage pour Guillaume Canet. https://t.co/09ik7GalMR
605;;2023-02-04 16:48:14+00:00;[1621913531133091842];1621913531133091842;"Alors @TarpinBien combien d'aiolis pour ce nouvel #AsterixEtObelixLEmpireDuMilieu ?
L'avis de Mathias &amp; Raphaël
⬇️⬇️⬇️
https://t.co/PCwnslybEx https://t.co/f3KARHKTdK"
606;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1569647985020919808', 'name': 'Brigitte Macron'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1418548420923428864', 'name': 'Marion Cotillard'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303714393855672327', 'name': 'Hollywood actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1418548420923428864', 'name': 'Marion Cotillard'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1518656335188877312', 'name': 'France political figures'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1569647985020919808', 'name': 'Brigitte Macron'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '822153632002904064', 'name': 'Emmanuel Macron', 'description': 'Emmanuel Macron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1483822657963397121', 'name': 'France politics'}}];2023-02-04 16:46:41+00:00;[1621913144489541633];1621913144489541633;"@LInforme_ @emelinemauro Pas 1 euro pour les suppôts d'@EmmanuelMacron et de #BrigitteMacron #Canet et #MarionCotillard !!!!🤬

#Boycott #AsterixEtObelixLEmpireDuMilieu 😎

Qu'on en finisse ENFIN avec les NAVETS et autres films PROPAGANDE #Wokisme &amp; co 

#Quotidien #GGRMC #ApollineMatin"
607;;2023-02-04 16:44:19+00:00;[1621912544766992385];1621912544766992385;Le principal journal de suisse Romande a aimé #AsterixEtObelixLEmpireDuMilieu https://t.co/GkeK6AhjZz
608;;2023-02-04 16:41:31+00:00;[1621911843894706178];1621911843894706178;"Go aider Guillaume #Canet pour inciter le public à aller voir #AsterixEtObelixLEmpireDuMilieu 🙃

Qui a une imprimante pour les flyers ? 🙃🙃 https://t.co/eYcPE3uRuP"
609;;2023-02-04 16:33:20+00:00;[1621909781870002178];1621909781870002178;Avez-vous aimé #AsterixEtObelixLEmpireDuMilieu ??
610;;2023-02-04 16:30:00+00:00;[1621908943495745543];1621908943495745543;"➡️Voici ma critique de #AsterixEtObelixLEmpireDuMilieu. Le retour de nos gaulois préférés avec un maxi budget. Est-ce l'étron dont tout le monde parle ? Voici mon avis sans spoilers #AsterixEtObelix

⭐️N'hésitez pas à RT ou Follow pour aider !

➡️https://t.co/W2zj5zZiLv https://t.co/QV0TehzIc4"
611;;2023-02-04 16:27:19+00:00;[1621908268720218114];1621908268720218114;"Je sors tout juste de #AsterixEtObelixLEmpireDuMilieu vraiment faut pas faire ça.
Ce film est vide, c'est aberrant."
612;;2023-02-04 16:25:52+00:00;[1621907903815815169];1621907903815815169;top #AsterixEtObelixLEmpireDuMilieu très bon casting
613;;2023-02-04 15:27:54+00:00;[1621893314386563072];1621893314386563072;Les dernières critiques positives du film #AsterixEtObelixLEmpireDuMilieu sur Allociné semblent être rédigées à la hâte par des bots. https://t.co/TkeUdUiBIS
614;;2023-02-04 15:23:12+00:00;[1621892133006229506];1621892133006229506;Je viens de finir #AsterixEtObelixLEmpireDuMilieu et non, ce film n’est pas un navet désolé. Les refs sont génial, l’histoire principale est sympa, et le jeu des acteurs est excellent ! Coup de cœur pour le perso de ta tan.
615;;2023-02-04 15:21:18+00:00;[1621891653391863813];1621891653391863813;Bien que trop peu présents, @LinhDan_Pham et @commandeur_j assurent. #AsterixEtObelixLEmpireDuMilieu ne tient pas la comparaison avec #AsterixEtObelixMissionCleopatre ni avec Astérix et Obélix contre César, mais surpasse les navets (2008 et 2012). Évidemment, l’humour tombe… 6/7
616;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1459091033585700864', 'name': 'Bigflo et Oli'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1459091033585700864', 'name': 'Bigflo et Oli'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1459091033585700864', 'name': 'Bigflo et Oli'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1572981527469707265', 'name': 'Alain Chabat'}}];2023-02-04 15:21:16+00:00;[1621891647402303491];1621891647402303491;Côté distribution, Alain Chabat avait beaucoup de comédiens prestigieux, mais pas de cameos gênants. Dans #AsterixEtObelixLEmpireDuMilieu, Zlatan, Angèle et Laura Felpin brillent, c’est vrai, mais uniquement pour leur absence de jeu et de talent. @bigfloetoli, eux, ont tout… 3/7
617;[{'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507000875390177284', 'name': 'Guillaume Canet'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1507002084926771206', 'name': 'French actors'}}];2023-02-04 15:21:15+00:00;[1621891643530960896];1621891643530960896;[CRITIQUE] #AsterixEtObelixLEmpireDuMilieu, Uwe Boll et la potion tragique ! À vouloir cumuler toutes les casquettes, Guillaume Canet a oublié de travailler son scénario, pensant visiblement qu’il suffisait d’enchaîner les guests et cameos pour faire un bon film. Tentation… 1/7
618;;2023-02-04 15:15:13+00:00;[1621890122231816192];1621890122231816192;"Je viens de sortir de #AsterixEtObelixLEmpireDuMilieu. Sans surprise c’est vraiment vraiment pas bien. On en parlera plus dans le prochain épisode de CLAP ! L’Hebdo.
(Ce film est à l’image de ce GIF) https://t.co/zonmzuuNYi"
619;;2023-02-04 15:05:37+00:00;[1621887706149130246];1621887706149130246;"Bon... euuuuhhh.... Demain on parle de cette chose... 
Donc RDV à 12h sur la chaîne !
Voici la petite vignette en AVP.
#AsterixEtObelixLEmpireDuMilieu @Gaumont #Cinema https://t.co/D5sBG7KNBb"
620;;2023-02-04 15:03:58+00:00;[1621887291244380161];1621887291244380161;"Les notes c'est pour me tuer ptdr 
#AsterixEtObelixLEmpireDuMilieu https://t.co/lYGhS3cmnc"
621;;2023-02-04 15:02:39+00:00;[1621886963509854213];1621886963509854213;#AsterixEtObelixLEmpireDuMilieu désolé mais asterix et obelix ça restera toujours le duo @Ch_Clavier et depardieu  nul ne les égaleront
